Drug,Symptom,Count
methanol,impairment,1
methanol,retinal,1
methanol,toxicity,1
fomepizole,visual,1
fomepizole,impairment,1
fomepizole,retinal,1
fomepizole,toxicity,1
acid,eruption,1
hydrazide,anagen,1
hydrazide,effluvium,1
hydrazide,lichenoid,1
venlafaxine,disorders,1
metoclopramide,dysarthria,1
metoclopramide,disorder,1
haloperidol,malignant,1
haloperidol,neuroleptic,1
captopril,reactions,1
captopril,dermatitis,1
captopril,reaction,1
warfarin,colon,1
warfarin,cancer,1
interferon,polymyositis,1
interferon,dilated,1
alpha,polymyositis,1
alpha,dilated,1
interferon,proximal,1
venlafaxine,movement,1
sertraline,disorders,1
sertraline,movement,1
metoclopramide,confusion,1
hydrazide,eruption,1
inh,lichenoid,1
inh,eruption,1
carbamazepine,bullous,1
carbamazepine,dermatosis,1
carbamazepine,labd,1
metoclopramide,fever,1
metoclopramide,disorders,1
metoclopramide,tachypnea,1
metoclopramide,tachycardia,1
metoclopramide,hypertension,1
sertraline,reactions,1
venlafaxine,reactions,1
metoclopramide,reactions,1
tiagabine,defects,1
tiagabine,visual,1
vincristine,sensory,1
benztropine,pain,1
quetiapine,granulocytopenia,1
ofloxacin,stevens,1
ofloxacin,-,1
ofloxacin,johnson,1
ofloxacin,syndrome,1
g,nodules,1
-,erythematous,1
-,nodules,1
csf,erythematous,1
csf,nodules,1
g,cystic,1
g,fibrosis,1
g,cyclic,1
g,papular,1
g,eruption,1
benztropine,distention,1
benztropine,abdominal,1
triiodothyronine,disease,1
benztropine,confusion,1
vincristine,1,1
amodiaquine,symptom,1
artesunate,symptom,1
methoxypsoralen,systemic,1
methoxypsoralen,allergic,1
methoxypsoralen,contact,1
methoxypsoralen,dermatitis,1
8,psoriasis,1
mop,psoriasis,1
puva,systemic,1
puva,allergic,1
puva,contact,1
puva,dermatitis,1
puva,psoriasis,1
benztropine,abuse,1
g,fever,1
g,neutrophilia,1
granulocyte,dermatoses,1
granulocyte,idiopathic,1
stimulating,skin,1
stimulating,lesions,1
factor,painful,1
factor,skin,1
factor,lesions,1
g,painful,1
g,skin,1
g,lesions,1
csf,painful,1
csf,skin,1
csf,lesions,1
csf,dermatoses,1
liothyronine,hyperthyroidism,1
triiodothyronine,thyrotoxicosis,1
triiodothyronine,graves,1
stimulating,painful,1
colony,lesions,1
colony,skin,1
stimulating,neutropenia,1
granulocyte,neutropenia,1
colony,dermatoses,1
colony,idiopathic,1
colony,neutropenia,1
stimulating,dermatoses,1
stimulating,idiopathic,1
factor,dermatoses,1
colony,painful,1
factor,idiopathic,1
factor,neutropenia,1
g,idiopathic,1
granulocyte,painful,1
granulocyte,skin,1
granulocyte,lesions,1
interferon,muscle,1
interferon,weakness,1
alpha,proximal,1
cisplatin,ovary,1
bleomycin,leukoencephalopathy,1
bleomycin,of,1
bleomycin,the,1
bleomycin,ovary,1
vinblastine,posterior,1
vinblastine,leukoencephalopathy,1
vinblastine,tumor,1
vinblastine,the,1
vinblastine,ovary,1
il,toxic,1
il,epidermal,1
il,necrolysis,1
il,pancytopenia,1
2,pancytopenia,1
il,cutaneous,1
bleomycin,posterior,1
cisplatin,leukoencephalopathy,1
alpha,muscle,1
cisplatin,posterior,1
levofloxacin,toxic,1
levofloxacin,epidermal,1
levofloxacin,necrolysis,1
levofloxacin,ten,1
cisplatin,grand,1
cisplatin,mal,1
vinblastine,grand,1
vinblastine,mal,1
vinblastine,seizures,1
vinblastine,ovarian,1
vinblastine,cancer,1
bleomycin,grand,1
bleomycin,mal,1
bleomycin,seizures,1
bleomycin,ovarian,1
il,and,1
il,hematologic,1
il,toxicity,1
-,hematologic,1
fludarabine,interstitial,1
fludarabine,pneumonitis,1
epoprostenol,erythema,1
epoprostenol,scaling,1
epoprostenol,nausea,1
epoprostenol,vomiting,1
epoprostenol,fever,1
-,marrow,1
rosiglitazone,edema,1
troglitazone,lower,1
troglitazone,leg,1
troglitazone,edema,1
rosiglitazone,ankle,1
rosiglitazone,hand,1
rosiglitazone,and,1
fludarabine,nodules,1
fludarabine,cough,1
fludarabine,fever,1
drug,anaphylactoid,1
2,cutaneous,1
2,and,1
2,hematologic,1
interleukin,toxic,1
interleukin,epidermal,1
interleukin,necrolysis,1
gelofusine,anaphylactoid,1
amisulpride,nms,1
gelofusine,reaction,1
gelofusine,allergy,1
cyclophosphamide,leiomyosarcoma,1
cyclophosphamide,retinoblastoma,1
clozapine,nms,1
risperidone,nms,1
c,colon,1
c,ascending,1
c,the,1
pfviii,middle,1
porcine,thrombotic,1
porcine,stroke,1
porcine,acquired,1
porcine,haemophilia,1
factor,thrombotic,1
factor,stroke,1
factor,acquired,1
factor,haemophilia,1
viii,thrombotic,1
viii,stroke,1
viii,acquired,1
viii,haemophilia,1
pfviii,acquired,1
pfviii,haemophilia,1
pfviii,thrombotic,1
itraconazole,syndrome,1
itraconazole,duct,1
itraconazole,bile,1
itraconazole,hepatotoxicity,1
alpha,weakness,1
pei,hepatocellular,1
pei,carcinoma,1
drug,ductopenia,1
drug,cholangiopathy,1
itraconazole,cholangiopathy,1
ketoconazole,acute,1
itraconazole,vanishing,1
ketoconazole,hepatitis,1
drug,damage,1
itraconazole,damage,1
drug,vanishing,1
drug,bile,1
drug,duct,1
pfviii,left,1
pfviii,cerebral,1
mitomycin,colon,1
pfviii,artery,1
amifostine,cancer,1
amifostine,dermatomyositis,1
amifostine,nausea,1
amifostine,vomiting,1
amifostine,hypocalcemia,1
amifostine,allergic,1
amifostine,reactions,1
zuclopenthixol,acute,1
zuclopenthixol,painful,1
zuclopenthixol,erection,1
metamizole,sepsis,1
metamizole,agranulocytosis,1
mitomycin,of,1
mitomycin,the,1
mitomycin,ascending,1
amifostine,nasopharyngeal,1
ciprofloxacin,toxicity,1
),melanoma,1
antidepressant,syndrome,1
pfviii,distribution,1
pfviii,stroke,1
alfa,sarcoidosis,1
ribavirin,cutaneous,1
ribavirin,granulomatosis,1
antidepressant,serotonin,1
procarbazine,pulmonary,1
),malignant,1
procarbazine,toxicity,1
interferon,proteinuria,1
(,proteinuria,1
(,malignant,1
(,melanoma,1
),proteinuria,1
vincristine,type,1
vincristine,and,1
c,dermatologic,1
inhibitors,diseases,1
omeprazole,acid,1
omeprazole,diseases,1
valacyclovir,renal,1
valacyclovir,failure,1
valacyclovir,cutaneous,1
valacyclovir,zoster,1
valacyclovir,infection,1
cyproterone,prostate,1
cyproterone,cancer,1
steroidal,of,1
steroidal,the,1
steroidal,femoral,1
steroidal,head,1
steroidal,avascular,1
steroidal,necrosis,1
omeprazole,peptic,1
inhibitors,acid,1
fludarabine,aspergillus,1
inhibitors,peptic,1
fludarabine,the,1
fludarabine,knee,1
fludarabine,joint,1
meglumine,pancreatitis,1
antimoniate,pancreatitis,1
allopurinol,visceral,1
allopurinol,leishmaniasis,1
ketoconazole,visceral,1
ketoconazole,leishmaniasis,1
proton,peptic,1
proton,acid,1
proton,diseases,1
pump,peptic,1
pump,acid,1
pump,diseases,1
anti,of,1
anti,the,1
anti,femoral,1
anti,head,1
methylprednisolone,psychotic,1
cbz,encephalopathy,1
cbz,cranial,1
cbz,nerve,1
cbz,areflexia,1
methimazole,plasmocytosis,1
methimazole,bone,1
methimazole,marrow,1
methimazole,toxicity,1
dexamethasone,avascular,1
dexamethasone,necrosis,1
cisplatin,avascular,1
cisplatin,necrosis,1
metformin,digestive,1
tobramycin,ulcer,1
drug,myoclonus,1
methadone,associated,1
methadone,-,1
androgen,the,1
anti,avascular,1
anti,necrosis,1
-,femoral,1
-,head,1
-,avascular,1
androgen,of,1
androgen,femoral,1
ticlopidine,colitis,1
androgen,head,1
androgen,avascular,1
androgen,necrosis,1
ticlopidine,symptom,1
ticlopidine,symptoms,1
ticlopidine,lymphocytic,1
fludarabine,of,1
cibenzoline,intoxication,1
vincristine,hereditary,1
quetiapine,trichotillomania,1
quetiapine,bipolar,1
quetiapine,ii,1
clozapine,sweating,1
clozapine,shivering,1
clozapine,tremulous,1
clozapine,agitated,1
clozapine,confused,1
clomipramine,sweating,1
clomipramine,shivering,1
clomipramine,tremulous,1
clomipramine,agitated,1
clomipramine,confused,1
quinine,coagulopathy,1
quinine,thrombocytopoaenia,1
5,rosacea,1
quetiapine,delusional,1
quetiapine,ocd,1
cibenzoline,failure,1
antipsychotic,compulsive,1
ara,necrosis,1
ara,sepsis,1
ara,death,1
-,death,1
c,necrosis,1
c,sepsis,1
c,death,1
cytosine,ten,1
arabinoside,ten,1
ara,ten,1
c,ten,1
quetiapine,symptom,1
quetiapine,symptoms,1
antipsychotic,obsessive,1
antipsychotic,-,1
5,cicatrizing,1
5,conjunctivitis,1
-,rosacea,1
-,cicatrizing,1
meloxicam,osteoarthritis,1
meloxicam,toxic,1
spironolactone,hyperkalaemia,1
spironolactone,chronic,1
spironolactone,heart,1
spironolactone,failure,1
chemotherapy,dermnatitis,1
clofazimine,graft,1
clofazimine,versus,1
clofazimine,host,1
clofazimine,disease,1
enoxaparin,urticarial,1
cibenzoline,blurred,1
cibenzoline,vision,1
cibenzoline,cardiac,1
meloxicam,diarrhoea,1
meloxicam,symptom,1
meloxicam,colitis,1
fu,lids,1
-,conjunctivitis,1
fu,rosacea,1
fu,cicatrizing,1
fu,conjunctivitis,1
5,lids,1
-,lids,1
fluorouracil,ectropion,1
meloxicam,ischaemic,1
acetazolamide,nephropathy,1
acetazolamide,nephrolithiasis,1
calcium,nephropathy,1
calcium,nephrolithiasis,1
phosphate,nephropathy,1
phosphate,nephrolithiasis,1
gentamycin,ulcer,1
amprenavir,hemophiliac,1
amprenavir,(,1
lamotrigine,overdose,1
valproic,stuporous,1
valproic,overdose,1
acid,stuporous,1
acid,overdose,1
vpa,stuporous,1
vpa,overdose,1
lamotrigine,poisoning,1
lamotrigine,encephalopathy,1
olanzapine,death,1
olanzapine,intoxication,1
drug,lichenoid,1
salsalate,drug,1
salsalate,arthritic,1
salsalate,pain,1
amphotericin,grand,1
ltg,stuporous,1
lamotrigine,stuporous,1
amprenavir,),1
ltg,encephalopathy,1
pranlukast,fever,1
ono,interstitial,1
ono,pneumonia,1
1078,interstitial,1
1078,pneumonia,1
pranlukast,pneumonia,1
leukotriene,interstitial,1
leukotriene,pneumonia,1
receptor,interstitial,1
receptor,pneumonia,1
indinavir,colicky,1
indinavir,pain,1
protease,papillary,1
protease,necrosis,1
indinavir,nephrotoxicity,1
amphotericin,mal,1
b,grand,1
b,mal,1
amphotercin,seizures,1
chemotherapy,siadh,1
cddp,inappropriate,1
cddp,secretion,1
cddp,antidiuretic,1
cddp,hormone,1
vindesine,inappropriate,1
vindesine,secretion,1
vindesine,antidiuretic,1
vindesine,hormone,1
vindesine,siadh,1
vds,inappropriate,1
vds,secretion,1
vds,antidiuretic,1
vds,hormone,1
lorazepam,epilepticus,1
chemotherapy,hormone,1
chemotherapy,antidiuretic,1
chemotherapy,secretion,1
dipivefrin,cicatrical,1
didanosine,seizures,1
amphotericin,seizure,1
amphotericin,activity,1
b,seizure,1
b,activity,1
dipivefrin,cicatricial,1
sulphasalazine,dermatitis,1
chemotherapy,inappropriate,1
sulphasalazine,fever,1
sulphasalazine,lymphadenopathy,1
sulphasalazine,hepatitis,1
carboplatin,siadh,1
cbdca,siadh,1
cisplatin,adh,1
pranlukast,pneumonitis,1
accutane,nodular,1
accutane,recalcitrant,1
alpha,gravis,1
naloxone,the,1
naloxone,sphincter,1
naloxone,oddi,1
morphine,spasm,1
morphine,the,1
morphine,sphincter,1
morphine,oddi,1
morphine,biliary,1
morphine,colic,1
naloxone,biliary,1
naloxone,colic,1
ifn,myasthenia,1
ifn,gravis,1
-,myasthenia,1
-,gravis,1
naloxone,spasm,1
taxol,proprioception,1
taxol,of,1
gemcitabine,cutaneous,1
apv,intracranial,1
apv,(,1
apv,hiv,1
apv,),1
apv,-,1
apv,infected,1
gemcitabine,",",1
taxol,loss,1
gemcitabine,herpetiform,1
taxol,ovarian,1
taxol,cancer,1
taxol,peripheral,1
taxol,neuropathy,1
taxol,toxicity,1
alpha,myasthenia,1
sodium,intrahepatic,1
drug,acne,1
sodium,cholestasis,1
chemotherapy,pulmonary,1
chemotherapy,adverse,1
chemotherapy,reaction,1
oxaliplatinum,pulmonary,1
oxaliplatinum,adverse,1
oxaliplatinum,reaction,1
5,pulmonary,1
5,adverse,1
5,reaction,1
-,adverse,1
fluorouracil,pulmonary,1
fluorouracil,adverse,1
fluorouracil,reaction,1
drug,recalcitrant,1
drug,nodular,1
fluorouracil,lymphopenia,1
fluorouracil,diarrhoea,1
-,lymphopenia,1
fluorouracil,injury,1
aurothiomalate,intrahepatic,1
aurothiomalate,cholestasis,1
5,lung,1
5,injury,1
-,lung,1
fluorouracil,lung,1
oxaliplatinum,acute,1
5,lymphopenia,1
oxaliplatinum,lung,1
oxaliplatinum,injury,1
chemotherapy,injury,1
oxaliplatinum,diarrhoea,1
oxaliplatinum,lymphopenia,1
5,diarrhoea,1
atra,promyleocytic,1
atra,leukemia,1
clozapine,tonic,1
citrate,bilateral,1
methylphenidate,peripheral,1
methylphenidate,vasculopathy,1
dextroamphetamine,peripheral,1
dextroamphetamine,vasculopathy,1
methylphenidate,acral,1
methylphenidate,cyanosis,1
methylphenidate,livedo,1
methylphenidate,reticularis,1
methylphenidate,raynaud,1
methylphenidate,phenomenon,1
dextroamphetamine,acral,1
dextroamphetamine,cyanosis,1
dextroamphetamine,livedo,1
dextroamphetamine,reticularis,1
dextroamphetamine,raynaud,1
interferon,1,1
clomiphene,bilateral,1
2a,adult,1
ribavirin,failure,1
2a,distress,1
2a,syndrome,1
ribavirin,adult,1
ribavirin,respiratory,1
ribavirin,distress,1
ribavirin,syndrome,1
pegylated,sepsis,1
pegylated,multiorgan,1
pegylated,failure,1
interferon,sepsis,1
interferon,multiorgan,1
alpha,sepsis,1
alpha,multiorgan,1
ribavirin,sepsis,1
ribavirin,multiorgan,1
dextroamphetamine,phenomenon,1
efalizumab,giant,1
efalizumab,psoriasis,1
tamoxifen,gastric,1
sibutramine,symptom,1
sibutramine,obese,1
pregabalin,seizures,1
l,pres,1
-,pres,1
asparaginase,pres,1
anastrozole,injury,1
anastrozole,acute,1
anastrozole,failure,1
itraconazole,symptom,1
baclofen,impair,1
baclofen,function,1
baclofen,and,1
baclofen,ejaculation,1
recombinant,anaphylactic,1
oxybutynin,enuresis,1
oxybutynin,hypertension,1
oxybutynin,seizure,1
pegaptanib,macular,1
tamoxifen,tumor,1
tamoxifen,cervical,1
pegaptanib,posterior,1
pegaptanib,hyaloid,1
pegaptanib,detachment,1
pegaptanib,diabetic,1
pegaptanib,edema,1
oxybutynin,focal,1
pegaptanib,dme,1
enalaprilat,acute,1
enalaprilat,bilateral,1
oxybutynin,acute,1
oxybutynin,bilateral,1
oxybutynin,blindness,1
2a,respiratory,1
-,adult,1
efavirenz,memory,1
acyclovir,-,1
temozolomide,erythematous,1
temozolomide,and,1
temozolomide,exfoliative,1
temozolomide,desquamative,1
temozolomide,skin,1
sulfate,exfoliative,1
sulfate,dermatitis,1
trastuzumab,pneumonitis,1
trastuzumab,dyspnoea,1
rifampicin,s,1
trastuzumab,lung,1
trastuzumab,disease,1
olanzapine,photo,1
olanzapine,-,1
aripiprazole,photo,1
acyclovir,positive,1
cpa,hepatitis,1
alpha,distress,1
cpa,fulminant,1
methotrexate,sub,1
etanercept,immune,1
etanercept,-,1
etanercept,mediated,1
etanercept,injury,1
etanercept,crohn,1
etanercept,',1
etanercept,s,1
etanercept,disease,1
cyproterone,hepatocellular,1
cyproterone,dysfunction,1
acetate,hepatocellular,1
acetate,dysfunction,1
cpa,hepatocellular,1
cpa,damage,1
aripiprazole,-,1
aripiprazole,onycholysis,1
leflunomide,alveolar,1
leflunomide,hemorrhage,1
mesylate,hepatic,1
mesylate,failure,1
mesylate,leukaemia,1
mesylate,hepatitis,1
mesylate,b,1
mesylate,infection,1
pegylated,adult,1
pegylated,respiratory,1
pegylated,distress,1
pegylated,syndrome,1
interferon,adult,1
interferon,respiratory,1
interferon,distress,1
alpha,adult,1
alpha,respiratory,1
mesylate,acute,1
imatinib,infection,1
imatinib,b,1
carbamazepine,inappropriate,1
leflunomide,short,1
leflunomide,of,1
leflunomide,breath,1
leflunomide,hemoptysis,1
leflunomide,weakness,1
carbamazepine,of,1
carbamazepine,antidiuresis,1
imatinib,hepatitis,1
cyclosporine,cmv,1
cyclosporine,infection,1
imatinib,acute,1
imatinib,hepatic,1
imatinib,failure,1
imatinib,leukaemia,1
recombinant,reaction,1
insulin,anaphylactic,1
insulin,reaction,1
vancomycin,neurologic,1
antibiotics,amyotrophy,1
vancomycin,amyotrophy,1
tobramycin,amyotrophy,1
methylprednisolone,seizures,1
methylprednisolone,blindness,1
hydroxyurea,myeloproliferative,1
hydroxyurea,disorders,1
hydroxyurea,multiple,1
hydroxyurea,painful,1
hydroxyurea,hand,1
hydroxyurea,ulcer,1
tacrolimus,vbds,1
ciprofloxacin,vanishing,1
ciprofloxacin,bile,1
ciprofloxacin,duct,1
vancomycin,symptoms,1
vancomycin,symptom,1
like,anaphylactic,1
antibiotic,symptoms,1
csa,glomeruloesclerosis,1
csa,fgs,1
warfarin,protein,1
warfarin,c,1
warfarin,deficiency,1
bleomycin,fibrosis,1
bleomycin,drug,1
citalopram,falls,1
citalopram,coronary,1
citalopram,artery,1
citalopram,disease,1
citalopram,chest,1
citalopram,tightness,1
antibiotic,symptom,1
antibiotic,neurologic,1
ciprofloxacin,stevens,1
ciprofloxacin,-,1
ciprofloxacin,johnson,1
ciprofloxacin,syndrome,1
triamcinolone,placoid,1
triamcinolone,chorioretinitis,1
acetonide,syphilitic,1
acetonide,posterior,1
acetonide,placoid,1
acetonide,chorioretinitis,1
aspirin,falx,1
econazole,hematoma,1
acenocoumarol,hematoma,1
acenocoumarol,dyspnea,1
econazole,dyspnea,1
hydrocortisone,adrenal,1
hydrocortisone,suppression,1
methylprednisolone,crohn,1
methylprednisolone,s,1
triamcinolone,posterior,1
triamcinolone,syphilitic,1
gabapentin,toxicity,1
ciprofloxacin,sjs,1
tacrolimus,vanishing,1
tacrolimus,bile,1
tacrolimus,duct,1
tacrolimus,stevens,1
tacrolimus,-,1
tacrolimus,johnson,1
aspirin,bleeding,1
gabapentin,impairment,1
clopidogrel,intracranial,1
clopidogrel,bleeding,1
ceftriaxone,drug,1
ceftriaxone,eruption,1
ceftriaxone,fde,1
gabapentin,illness,1
csa,focal,1
csa,collapsing,1
csa,pres,1
fungal,like,1
quinolone,headache,1
quinolone,dizziness,1
quinolone,insomnia,1
copaxone,multiple,1
copaxone,sclerosis,1
copaxone,symptom,1
copaxone,gastrointestinal,1
copaxone,symptoms,1
anti,obsessional,1
anti,-,1
anti,like,1
anti,suicidal,1
anti,ideas,1
anti,images,1
fungal,obsessional,1
cefotiam,seizures,1
cefotiam,tardive,1
piperacillin,seizures,1
i,reaction,1
like,reaction,1
growth,anaphylactic,1
growth,reaction,1
factor,anaphylactic,1
factor,reaction,1
i,anaphylactic,1
increlex,anaphylaxis,1
piperacillin,tardive,1
olanzapine,paraesthesia,1
olanzapine,psychotic,1
ropinirole,symptom,1
ropinirole,rls,1
ropinirole,symptoms,1
sodium,nodular,1
fungal,-,1
fungal,suicidal,1
cyclosporine,fgs,1
fungal,ideas,1
antiangiogenic,perforation,1
bevacizumab,nasal,1
bevacizumab,septal,1
bevacizumab,perforation,1
bupropion,overdose,1
bupropion,hallucinations,1
bupropion,agitation,1
bupropion,vomiting,1
bupropion,tachycardia,1
methylphenidate,enuresis,1
cyclosporine,reversible,1
cyclosporine,encephalopathy,1
cyclosporine,collapsing,1
cyclosporine,focal,1
cyclosporine,glomeruloesclerosis,1
antiangiogenic,septal,1
antiangiogenic,nasal,1
terlipressin,arrhythmia,1
ketoconazole,images,1
fungal,images,1
ketoconazole,obsessional,1
ketoconazole,-,1
ketoconazole,like,1
ketoconazole,suicidal,1
ketoconazole,ideas,1
terlipressin,gastrointestinal,1
terlipressin,ventricular,1
terlipressin,bleeding,1
terlipressin,qt,1
terlipressin,interval,1
terlipressin,torsade,1
terlipressin,de,1
terlipressin,pointes,1
efavirenz,loss,1
efavirenz,nausea,1
disodium,rash,1
interferon,systemic,1
interferon,erythematosus,1
interferon,sle,1
rifn,systemic,1
rifn,lupus,1
rifn,erythematosus,1
-,erythematosus,1
bisphosphonate,osteochemonecrosis,1
bisphosphonate,tumour,1
clozapine,chronic,1
quetiapine,eosinophilia,1
quetiapine,chronic,1
metformin,diarrhea,1
mmf,vulgaris,1
mmf,red,1
mmf,blood,1
interferon,lupus,1
human,sle,1
pge1,mucosa,1
human,erythematosus,1
pge1,pyloric,1
pge1,stenosis,1
colchicine,fatigue,1
colchicine,myalgia,1
colchicine,leg,1
colchicine,symptom,1
5,cervical,1
5,cancer,1
-,cancer,1
recombinant,systemic,1
recombinant,lupus,1
recombinant,erythematosus,1
recombinant,sle,1
human,systemic,1
human,lupus,1
mmf,cell,1
mycophenolate,red,1
mycophenolate,blood,1
mycophenolate,cell,1
rifampin,thyroid,1
rifampin,disease,1
rifampin,hashimoto,1
rifampin,',1
rifampin,thyroiditis,1
non,pulmonary,1
non,fibrosis,1
steroidal,pulmonary,1
steroidal,fibrosis,1
anti,pulmonary,1
anti,fibrosis,1
inflammatory,pulmonary,1
inflammatory,fibrosis,1
simvastatin,uveitis,1
cyclosporine,uveitis,1
rfp,disease,1
rfp,thyroid,1
drug,leukemia,1
mofetil,anemia,1
mycophenolate,anemia,1
mycophenolate,pemphigus,1
mycophenolate,vulgaris,1
mofetil,red,1
mofetil,blood,1
mofetil,cell,1
mofetil,pemphigus,1
drug,myelomonocytic,1
mofetil,vulgaris,1
oxcarbazepine,angioneurotic,1
oxcarbazepine,edema,1
azathioprine,vod,1
tacrolimus,hepatic,1
tacrolimus,vod,1
pge1,hypertrophic,1
pge1,gastric,1
efavirenz,fever,1
antibiotics,pulmonary,1
triamcinolone,retinochoroiditis,1
ethambutol,cognitive,1
ethambutol,decline,1
ethambutol,psychosis,1
recombinant,psoriasis,1
human,psoriasis,1
drug,psoriasis,1
valproic,intracranial,1
valproic,pressure,1
valproic,intoxication,1
acid,intracranial,1
acid,pressure,1
acid,intoxication,1
bleomycin,yolk,1
bleomycin,sac,1
antibiotics,infiltrates,1
antibiotics,fever,1
pge1,symptom,1
lenalidomide,infiltrates,1
alpha,tumor,1
2,tumor,1
beta,tumor,1
ezetimibe,acute,1
raloxifene,nonalcoholic,1
raloxifene,steatohepatitis,1
raloxifene,nash,1
danazol,liver,1
danazol,fibrocystic,1
danazol,breast,1
danazol,disease,1
lenalidomide,dyspnea,1
lenalidomide,fever,1
lenalidomide,hypoxia,1
lenalidomide,pulmonary,1
bleomycin,skin,1
chemotherapy,localized,1
chemotherapy,pigmentation,1
diltiazem,headache,1
proteasome,ileus,1
inhibitor,paralytic,1
inhibitor,ileus,1
drug,paralytic,1
drug,ileus,1
bortezomib,constipation,1
drug,alveolar,1
drug,hemorrhage,1
rituximab,alveolar,1
rituximab,hemorrhage,1
rituximab,toxicity,1
dantrolene,neuroleptic,1
dantrolene,malignant,1
dantrolene,syndrome,1
metoclopramide,fulminant,1
proteasome,paralytic,1
anticancer,ileus,1
anticancer,paralytic,1
propafenone,wolff,1
5,headaches,1
-,headaches,1
fu,headaches,1
lithium,wolff,1
lithium,parkinson,1
lithium,white,1
propafenone,parkinson,1
doxorubicin,mucositis,1
propafenone,white,1
propafenone,type,1
propafenone,brugada,1
dexamethasone,gastritis,1
dexamethasone,mucositis,1
doxorubicin,gastritis,1
ribavirin,lichen,1
ribavirin,nitidus,1
sirolimus,thrombosis,1
thalidomide,leukemia,1
glatiramer,multiple,1
glatiramer,sclerosis,1
acetate,ecm,1
acetate,multiple,1
acetate,sclerosis,1
glatiramer,embolia,1
glatiramer,cutis,1
glatiramer,medicamentosa,1
acetate,embolia,1
acetate,cutis,1
acetate,medicamentosa,1
amiodarone,dysfunction,1
anti,thyroid,1
anti,dysfunction,1
arrhythmic,thyroid,1
glatiramer,ecm,1
thalidomide,cell,1
clopidogrel,thrombosis,1
thalidomide,-,1
polystyrene,fistula,1
sulfonate,ulcer,1
sulfonate,sigmoidovesical,1
sulfonate,fistula,1
sorbitol,ulcer,1
sorbitol,sigmoidovesical,1
sorbitol,fistula,1
infliximab,marinum,1
clozapine,ogc,1
clozapine,oculogyric,1
clozapine,crisis,1
metronidazole,sensory,1
thalidomide,syncopal,1
thalidomide,episodes,1
thalidomide,plasma,1
arrhythmic,dysfunction,1
iodine,thyroid,1
iodine,dysfunction,1
quetiapine,thrombocytopenia,1
methotrexate,pruritic,1
acetazolamide,metabolic,1
indinavir,colic,1
indinavir,fever,1
indinavir,nausea,1
indinavir,memory,1
indinavir,loss,1
nelfinavir,renal,1
nelfinavir,colic,1
nelfinavir,fever,1
nelfinavir,nausea,1
nelfinavir,memory,1
nelfinavir,loss,1
efavirenz,renal,1
efavirenz,colic,1
methotrexate,vasculitis,1
methotrexate,vessel,1
methotrexate,small,1
fluorouracil,cardiotoxicity,1
amphotericin,purpuric,1
amphotericin,skin,1
amphotericin,lesions,1
b,purpuric,1
b,skin,1
b,lesions,1
fu,cardiotoxicity,1
methotrexate,cutaneous,1
fluorouracil,symptom,1
fluorouracil,bradycardia,1
fu,bradycardia,1
methotrexate,collagen,1
methotrexate,vascular,1
methotrexate,diseases,1
polystyrene,sigmoidovesical,1
polystyrene,ulcer,1
calcium,fistula,1
desferrioxamine,beta,1
glypressin,skin,1
glypressin,necrosis,1
glypressin,cirrhotic,1
statin,myopathy,1
statin,muscle,1
statin,weakness,1
simvastatin,gouty,1
simvastatin,bursitis,1
colchicine,gouty,1
colchicine,bursitis,1
methotrexate,asthma,1
methotrexate,pneumocystis,1
methotrexate,pneumonia,1
methotrexate,asthmatic,1
methotrexate,fever,1
terlipressin,cirrhotic,1
terlipressin,necrosis,1
terlipressin,skin,1
erlotinib,non,1
retinoids,apl,1
drug,lung,1
gefitinib,interstitial,1
gefitinib,lung,1
gefitinib,disease,1
erlotinib,uip,1
erlotinib,small,1
moxifloxacin,pointes,1
erlotinib,cell,1
fluoroquinolone,torsade,1
fluoroquinolone,de,1
fluoroquinolone,pointes,1
moxifloxacin,torsade,1
moxifloxacin,de,1
methotrexate,hypoxia,1
desferrioxamine,-,1
calcium,sigmoidovesical,1
desferrioxamine,thalassaemia,1
oxc,migrainosus,1
carbamazepine,migraine,1
carbamazepine,status,1
carbamazepine,migrainosus,1
oxcarbazepine,headache,1
dobutamine,chf,1
dobutamine,esrd,1
dobutamine,myoclonic,1
dobutamine,muscle,1
dobutamine,spasms,1
calcium,perforation,1
polystyrene,perforation,1
sulfonate,perforation,1
sorbitol,perforation,1
calcium,ulcer,1
oxc,status,1
oxc,epilepsy,1
oxc,migraine,1
sulfasalazine,leukocytopenia,1
desferrioxamine,unilateral,1
desferrioxamine,hearing,1
desferrioxamine,loss,1
leflunomide,ra,1
sulfasalazine,fever,1
sulfasalazine,eruptions,1
sulfasalazine,hypersensitivity,1
oxcarbazepine,migrainosus,1
drug,hemophagocytic,1
drug,ra,1
sulfasalazine,ra,1
oxcarbazepine,migraine,1
oxcarbazepine,epilepsy,1
oxcarbazepine,status,1
disodium,urticarial,1
disodium,bronchospasm,1
clozapine,clonic,1
cyclophosphamide,cell,1
doxorubicin,pancytopenia,1
doxorubicin,diffuse,1
doxorubicin,large,1
doxorubicin,b,1
doxorubicin,cell,1
doxorubicin,lymphoma,1
rituximab,aids,1
rituximab,pancytopenia,1
rituximab,diffuse,1
rituximab,large,1
rituximab,cell,1
rituximab,lymphoma,1
r,aids,1
r,pancytopenia,1
r,diffuse,1
doxorubicin,aids,1
cyclophosphamide,b,1
etoposide,lymphoma,1
cyclophosphamide,large,1
