Drug,Symptom,Count
azathioprine,granulomatosis,1
methotrexate,cytotoxic,1
hcq,long,1
hcq,qt,1
hcq,syndrome,1
hcq,ventricular,1
hcq,tachycardia,1
drug,cytotoxic,1
liposomal,[cls],1
liposomal,intertrigo,1
vinblastine,hyponatremic,1
alpha,like,1
phenylpiperidine,[cls],1
phenylpiperidine,symptom,1
phenylpiperidine,serotonin,1
phenylpiperidine,syndrome,1
opioids,[cls],1
opioids,symptom,1
opioids,serotonin,1
opioids,syndrome,1
[cls],massive,1
dapsone,paralysis,1
ssris,serotonin,1
ssris,syndrome,1
drug,mediastinal,1
methotrexate,mediastinal,1
methotrexate,t,1
dapsone,nerve,1
dapsone,reaction,1
interferon,like,1
drug,dryness,1
docetaxel,eye,1
docetaxel,irritation,1
[cls],embolism,1
drug,massive,1
heparin,massive,1
citalopram,confusion,1
ssri,agitation,1
ssri,tachycardia,1
ssri,tremors,1
ssri,myoclonic,1
ssri,jerks,1
ssri,unsteady,1
ssri,gait,1
ssri,serotonin,1
ssri,syndrome,1
citalopram,agitation,1
heparin,embolism,1
citalopram,tachycardia,1
citalopram,tremors,1
citalopram,myoclonic,1
citalopram,jerks,1
citalopram,unsteady,1
citalopram,gait,1
lepirudin,massive,1
lepirudin,symptom,1
lepirudin,[cls],1
docetaxel,dryness,1
gemcitabine,dry,1
gemcitabine,epilepticus,1
gemcitabine,cough,1
alpha,tumor,1
2,tumor,1
beta,tumor,1
2b,myelogenous,1
2b,dysfunction,1
2b,bladder,1
2b,and,1
2b,bowel,1
ezetimibe,acute,1
2b,numbness,1
drug,nonalcoholic,1
drug,steatohepatitis,1
raloxifene,nonalcoholic,1
raloxifene,steatohepatitis,1
[cls],nash,1
drug,nash,1
raloxifene,nash,1
drug,fibrocystic,1
danazol,liver,1
2b,neuritis,1
danazol,fibrocystic,1
interferon,tumor,1
ribavirin,edema,1
2a,infection,1
drug,cellulitis,1
gemcitabine,dyspnea,1
natural,sclerosis,1
natural,multiple,1
natural,neuritis,1
natural,optic,1
natural,symptom,1
pentamidine,cutaneous,1
natural,[cls],1
[cls],cellulitis,1
pentamidine,pneumocystis,1
2a,edema,1
pentamidine,pneumonia,1
pentamidine,cellulitis,1
and,sclerosis,1
and,multiple,1
peginterferon,edema,1
and,neuritis,1
and,optic,1
peginterferon,infection,1
recombinant,sclerosis,1
ssri,confusion,1
ssri,symptom,1
ssri,[cls],1
inhibitor,syndrome,1
drug,mandible,1
bisphosphonate,mandible,1
macrophage,hurler,1
granulocyte,hurler,1
amiodarone,hepatotoxicity,1
drug,hurler,1
risperidone,tic,1
amiodarone,diseases,1
risperidone,deficit,1
propafenone,acute,1
propafenone,pancreatitis,1
risperidone,attention,1
drug,tic,1
[cls],tic,1
levetiracetam,behavior,1
levetiracetam,psychotic,1
pemetrexed,[cls],1
pemetrexed,symptom,1
pemetrexed,melanonychia,1
pemetrexed,lung,1
pemetrexed,cancer,1
[cls],mandible,1
tobramycin,fibrosis,1
tobramycin,cystic,1
stimulating,hurler,1
chemotherapy,status,1
chemotherapy,epilepticus,1
methadone,ventricular,1
methadone,arrhythmias,1
methadone,prolonged,1
methadone,qt,1
methadone,chronic,1
methadone,syndrome,1
factor,hurler,1
norepinephrine,[cls],1
tobramycin,function,1
norepinephrine,symptom,1
drug,cf,1
tobramycin,cf,1
colony,hurler,1
tobramycin,hypersensitivity,1
tobramycin,reaction,1
tobramycin,deterioration,1
tobramycin,of,1
tobramycin,pulmonary,1
[cls],osteomyelitis,1
[cls],behavior,1
levetiracetam,epilepsy,1
reuptake,serotonin,1
lepirudin,pulmonary,1
reuptake,confusion,1
reuptake,agitation,1
reuptake,tachycardia,1
reuptake,tremors,1
reuptake,myoclonic,1
reuptake,jerks,1
reuptake,unsteady,1
reuptake,gait,1
reuptake,syndrome,1
serotonin,gait,1
inhibitor,confusion,1
inhibitor,agitation,1
inhibitor,tachycardia,1
inhibitor,tremors,1
inhibitor,myoclonic,1
inhibitor,jerks,1
inhibitor,unsteady,1
inhibitor,gait,1
inhibitor,serotonin,1
lepirudin,embolism,1
serotonin,unsteady,1
infliximab,psoriasis,1
selective,myoclonic,1
levetiracetam,partial,1
levetiracetam,idiopathic,1
drug,tremors,1
drug,unsteady,1
lepirudin,thrombocytopenia,1
selective,confusion,1
selective,agitation,1
selective,tachycardia,1
selective,tremors,1
selective,jerks,1
serotonin,jerks,1
selective,unsteady,1
selective,gait,1
selective,serotonin,1
selective,syndrome,1
serotonin,confusion,1
serotonin,agitation,1
serotonin,tachycardia,1
serotonin,tremors,1
serotonin,myoclonic,1
danazol,breast,1
danazol,disease,1
2b,optic,1
thalidomide,neuropathic,1
[cls],foveolar,1
[cls],hypertrophic,1
[cls],pyloric,1
drug,hansen,1
prednisolone,sjs,1
drug,pyloric,1
prednisolone,johnson,1
prednisolone,-,1
prednisolone,stevens,1
pge1,gastric,1
pge1,mucosa,1
chemotherapy,candidiasis,1
chemotherapy,hodgkin,1
pge1,hypertrophic,1
pge1,pyloric,1
pge1,stenosis,1
chemotherapy,extranodal,1
colchicine,ischemic,1
colchicine,heart,1
colchicine,atrial,1
colchicine,fibrillation,1
[cls],mucosa,1
metoclopramide,fulminant,1
dantrolene,syndrome,1
[cls],side,1
anticancer,ileus,1
proteasome,[cls],1
proteasome,symptom,1
proteasome,paralytic,1
proteasome,ileus,1
inhibitor,paralytic,1
inhibitor,ileus,1
bortezomib,myeloma,1
bortezomib,constipation,1
[cls],neuropathic,1
dantrolene,malignant,1
rifampin,hansen,1
dapsone,disease,1
dapsone,s,1
rituximab,alveolar,1
rituximab,hemorrhage,1
rituximab,toxicity,1
dapsone,',1
dapsone,hansen,1
dantrolene,neuroleptic,1
colchicine,hypothyroidism,1
colchicine,gout,1
colchicine,arthritis,1
blockade,toxicity,1
interferon,systemic,1
interferon,lupus,1
interferon,erythematosus,1
interferon,sle,1
interferon,rheumatoid,1
cyclophosphamide,extranodal,1
drug,extranodal,1
bicarbonate,toxicity,1
bicarbonate,cardiac,1
blockade,cardiac,1
human,rheumatoid,1
sodium,toxicity,1
rifn,systemic,1
rifn,lupus,1
rifn,erythematosus,1
diphenhydramine,dysrhythmia,1
rifn,rheumatoid,1
rifn,arthritis,1
-,erythematosus,1
diphenhydramine,cardiotoxicity,1
human,arthritis,1
human,sle,1
colchicine,fatigue,1
cyclophosphamide,non,1
colchicine,myalgia,1
colchicine,leg,1
cyclophosphamide,candidiasis,1
[cls],rhabdomylysis,1
drug,rhabdomylysis,1
colchicine,rhabdomylysis,1
[cls],cervical,1
cyclophosphamide,hodgkin,1
5,cervical,1
fluorouracil,cervical,1
human,erythematosus,1
drug,vagina,1
recombinant,systemic,1
recombinant,lupus,1
recombinant,erythematosus,1
recombinant,sle,1
recombinant,rheumatoid,1
recombinant,arthritis,1
human,systemic,1
human,lupus,1
anticancer,paralytic,1
thalidomide,side,1
-,bladder,1
thalidomide,effects,1
ethambutol,cognitive,1
ethambutol,decline,1
ethambutol,psychosis,1
recombinant,and,1
recombinant,bowel,1
recombinant,psoriasis,1
human,psoriasis,1
recombinant,numbness,1
drug,numbness,1
[cls],myelogenous,1
drug,icp,1
valproic,raised,1
valproic,intracranial,1
valproic,pressure,1
valproic,intoxication,1
acid,raised,1
acid,intracranial,1
acid,pressure,1
acid,intoxication,1
[cls],bowel,1
[cls],numbness,1
recombinant,bladder,1
recombinant,myelogenous,1
ethambutol,hiv,1
lenalidomide,infiltrates,1
-,numbness,1
alpha,bladder,1
alpha,and,1
alpha,bowel,1
alpha,numbness,1
lenalidomide,dyspnea,1
lenalidomide,fever,1
lenalidomide,hypoxia,1
lenalidomide,pulmonary,1
interferon,bladder,1
drug,decline,1
interferon,and,1
antibiotics,fever,1
antibiotics,pulmonary,1
antibiotics,infiltrates,1
drug,retinochoroiditis,1
triamcinolone,retinochoroiditis,1
interferon,bowel,1
interferon,numbness,1
recombinant,leukemia,1
[cls],neuritis,1
bleomycin,skin,1
chemotherapy,yolk,1
drug,brugada,1
alpha,vibration,1
alpha,of,1
alpha,sensation,1
interferon,vibration,1
interferon,sensation,1
recombinant,active,1
recombinant,vibration,1
recombinant,of,1
recombinant,sensation,1
propafenone,type,1
fu,headaches,1
propafenone,brugada,1
lithium,type,1
lithium,brugada,1
drug,vibration,1
drug,sensation,1
dexamethasone,gastritis,1
dexamethasone,mucositis,1
doxorubicin,gastritis,1
doxorubicin,mucositis,1
-,sensation,1
-,headaches,1
chemotherapy,sac,1
etoposide,localized,1
chemotherapy,localized,1
chemotherapy,pigmentation,1
cisplatin,yolk,1
cisplatin,sac,1
cisplatin,localized,1
cisplatin,pigmentation,1
etoposide,yolk,1
etoposide,sac,1
etoposide,tumor,1
etoposide,pigmentation,1
5,headaches,1
bleomycin,localized,1
bleomycin,pigmentation,1
2a,vibration,1
2a,of,1
2a,sensation,1
2a,neuritis,1
2a,optic,1
-,vibration,1
diltiazem,headache,1
chemotherapy,small,1
gemcitabine,status,1
liposomal,-,1
corticosteroid,gravis,1
azathioprine,hypertension,1
azathioprine,thrombosis,1
azathioprine,retinal,1
azathioprine,vein,1
[cls],cholelithiasis,1
cyproterone,hepatotoxicity,1
acetate,hepatotoxicity,1
tegretol,(,1
tegretol,erythematosus,1
cpa,hepatotoxic,1
drug,leishmania,1
drug,infantum,1
drug,lingual,1
corticosteroid,leishmania,1
corticosteroid,infantum,1
tegretol,lupus,1
corticosteroid,lingual,1
corticosteroid,asthma,1
corticosteroid,visceral,1
tegretol,systemic,1
corticosteroid,lesions,1
azathioprine,malignant,1
prednisone,vein,1
prednisone,retinal,1
tegretol,fever,1
tegretol,epilepsy,1
tacrolimus,arf,1
tegretol,rolandic,1
tegretol,benign,1
viramune,[cls],1
viramune,symptom,1
viramune,fulminant,1
viramune,hepatitis,1
tegretol,leukopenia,1
tegretol,rash,1
tegretol,sle,1
cyclosporin,of,1
cyclosporin,the,1
cyclosporin,central,1
tegretol,symptoms,1
tegretol,like,1
cyclosporin,malignant,1
tegretol,-,1
prednisone,malignant,1
tegretol,),1
corticosteroid,myasthenia,1
cbz,rolandic,1
gemcitabine,cell,1
cbz,benign,1
avastin,related,1
avastin,macular,1
avastin,degeneration,1
bevacizumab,visual,1
bevacizumab,hallucinations,1
carbamazepine,),1
carbamazepine,(,1
drug,rolandic,1
chymopapain,hypotensive,1
chymopapain,anaphylaxis,1
[cls],oculogyric,1
[cls],crisis,1
ribavirin,lesions,1
ribavirin,tongue,1
quinapril,overdose,1
quinapril,hypotension,1
quinapril,renal,1
quinapril,impairment,1
angiotensin,overdose,1
angiotensin,hypotension,1
ribavirin,and,1
avastin,age,1
avastin,hallucinations,1
avastin,visual,1
cbz,systemic,1
cbz,leukopenia,1
cbz,fever,1
cbz,rash,1
cbz,symptoms,1
cbz,like,1
cbz,),1
cbz,(,1
cbz,erythematosus,1
cbz,lupus,1
carbamazepine,rolandic,1
avastin,amd,1
drug,charles,1
drug,bonnet,1
drug,cbs,1
drug,amd,1
carbamazepine,benign,1
avastin,charles,1
carbamazepine,fever,1
avastin,bonnet,1
avastin,cbs,1
carbamazepine,disease,1
[cls],arf,1
drug,rh,1
drug,hat,1
heparin,phenomena,1
heparin,marantic,1
heparin,endocarditis,1
heparin,bronchial,1
heparin,adenocarcinoma,1
bromocriptine,disease,1
bromocriptine,s,1
bromocriptine,',1
[cls],ductus,1
[cls],arteriosus,1
bromocriptine,parkinson,1
drug,ductus,1
drug,arteriosus,1
indomethacin,premature,1
indomethacin,closure,1
indomethacin,of,1
indomethacin,the,1
indomethacin,ductus,1
indomethacin,arteriosus,1
labetalol,preeclampsia,1
labetalol,collapse,1
heparin,thromboembolic,1
warfarin,adenocarcinoma,1
warfarin,bronchial,1
pld,cutaneous,1
liposomal,like,1
liposomal,eruption,1
doxorubicin,intertrigo,1
ergot,s,1
doxorubicin,like,1
doxorubicin,eruption,1
ergot,',1
ergot,parkinson,1
pld,eruption,1
pld,toxicity,1
warfarin,endocarditis,1
drug,erosions,1
pld,erythema,1
pld,erosions,1
pld,breast,1
pld,cancer,1
drug,marantic,1
warfarin,thromboembolic,1
warfarin,phenomena,1
warfarin,marantic,1
labetalol,hemodynamic,1
labetalol,symptom,1
labetalol,[cls],1
fraxiparin,symptom,1
deoxycholate,bradycardia,1
deoxycholate,overdoses,1
deoxycholate,disease,1
[cls],cryptococcal,1
clexane,symptom,1
clexane,[cls],1
amphotericin,cryptococcal,1
enoxaparine,symptom,1
enoxaparine,[cls],1
b,cryptococcal,1
deoxycholate,ventricular,1
fraxiparin,[cls],1
fragmin,symptom,1
fragmin,[cls],1
heparins,[cls],1
lmw,[cls],1
drug,myelo,1
drug,arteriothromboses,1
tacrolimus,acute,1
tacrolimus,renal,1
deoxycholate,arrhythmias,1
heparinoid,symptom,1
drug,preeclampsia,1
amphotericin,bradycardia,1
fluoroquinolone,corneal,1
fluoroquinolone,toxicity,1
[cls],preeclampsia,1
nimesulide,generalized,1
nimesulide,agep,1
drug,overdoses,1
heparins,thrombocytopenia,1
amphotericin,ventricular,1
lmw,thrombocytopenia,1
amphotericin,overdoses,1
heparinoid,thrombocytopenia,1
amphotericin,disease,1
10172,thrombocytopenia,1
b,ventricular,1
10172,symptom,1
b,bradycardia,1
b,overdoses,1
b,disease,1
org,thrombocytopenia,1
org,symptom,1
angiotensin,impairment,1
ribavirin,skin,1
ribavirin,hyperpigmented,1
trimethoprim,microangiopathic,1
septra,purpura,1
[cls],iha,1
cefuroxime,hemolysis,1
[cls],hemolysis,1
clonazepam,retardation,1
clonazepam,mental,1
clonazepam,irritabilitytrum,1
clonazepam,hyperactivity,1
valproic,seizure,1
clonazepam,agitation,1
avastin,endophthalmitis,1
drug,exudative,1
bevacizumab,exudative,1
drug,irritabilitytrum,1
drug,circulatory,1
[cls],irritabilitytrum,1
perospirone,type,1
perospirone,2,1
perospirone,diabetes,1
perospirone,mellitus,1
perospirone,circulatory,1
septra,thrombocytopenic,1
septra,thrombotic,1
septra,symptom,1
heparin,hepato,1
thrombin,impairment,1
trimethoprim,thrombocytopenia,1
thrombin,renal,1
-,microangiopathic,1
sulfamethoxazole,fulminant,1
sulfamethoxazole,microangiopathic,1
argatroban,impairment,1
sulfamethoxazole,thrombocytopenia,1
heparin,-,1
argatroban,-,1
septra,[cls],1
argatroban,hepato,1
argatroban,bleeding,1
cefuroxime,iha,1
drug,iha,1
bactrim,[cls],1
bactrim,symptom,1
bactrim,thrombotic,1
bactrim,thrombocytopenic,1
bactrim,purpura,1
perospirone,collapse,1
perospirone,coma,1
hydrochloride,type,1
imatinib,necrotic,1
imatinib,venous,1
imatinib,thrombembolism,1
imatinib,gastrointestinal,1
imatinib,stromal,1
drug,necrotic,1
drug,gist,1
imatinib,deep,1
imatinib,vein,1
imatinib,thrombosis,1
imatinib,metastases,1
antipsychotics,ketoacidosis,1
imatinib,gist,1
rosiglitazone,failure,1
cisplatin,non,1
rosiglitazone,heart,1
cisplatin,small,1
cisplatin,status,1
cisplatin,epilepticus,1
gemcitabine,non,1
gemcitabine,small,1
drug,thrombembolism,1
antipsychotics,diabetic,1
hydrochloride,2,1
antipsychotic,circulatory,1
hydrochloride,diabetes,1
hydrochloride,mellitus,1
hydrochloride,circulatory,1
hydrochloride,collapse,1
hydrochloride,coma,1
antipsychotic,type,1
antipsychotic,2,1
antipsychotic,diabetes,1
antipsychotic,mellitus,1
antipsychotic,collapse,1
hydrochloride,ketoacidosis,1
antipsychotic,coma,1
[cls],aggression,1
enoxaparin,maculopapular,1
agent,circulatory,1
agent,collapse,1
agent,coma,1
perospirone,diabetic,1
perospirone,ketoacidosis,1
hydrochloride,diabetic,1
thrombin,hepatic,1
trimethoprim,fulminant,1
ifn,tongue,1
drug,microangiopathic,1
antitumor,failure,1
antibiotics,heart,1
interferon,hyperpigmentation,1
actinomycin,heart,1
actinomycin,failure,1
d,heart,1
d,failure,1
clozapine,eps,1
[cls],rank,1
[cls],first,1
[cls],schneiderian,1
3053,[cls],1
3053,symptom,1
3053,heart,1
3053,failure,1
mithramycin,heart,1
mithramycin,failure,1
24559,[cls],1
24559,symptom,1
24559,heart,1
24559,failure,1
antitumor,heart,1
-,hyperpigmentation,1
alpha,hyperpigmentation,1
drug,hyperpigmented,1
converting,overdose,1
converting,hypotension,1
ifn,and,1
converting,impairment,1
enzyme,overdose,1
enzyme,hypotension,1
ifn,hyperpigmented,1
enzyme,impairment,1
drug,tongue,1
ace,overdose,1
mithramycin,cardiomyopathy,1
ace,impairment,1
[cls],tongue,1
[cls],hyperpigmented,1
alpha,lesions,1
actinomycin,cardiomyopathy,1
alpha,skin,1
d,cardiomyopathy,1
interferon,lesions,1
interferon,skin,1
antitumor,cardiomyopathy,1
antibiotics,cardiomyopathy,1
drug,myopericarditis,1
docetaxel,toxicity,1
tadalafil,[cls],1
tadalafil,symptom,1
tadalafil,drug,1
tadalafil,eruption,1
cialis,[cls],1
cialis,symptom,1
cialis,drug,1
cialis,eruption,1
fluvoxamine,panic,1
heparin,and,1
pde5,drug,1
heparin,hepatic,1
argatroban,hit,1
docetaxel,fibrosis,1
corticosteroid,prostate,1
corticosteroid,cancer,1
argatroban,and,1
corticosteroid,pneumonitis,1
thrombin,failure,1
corticosteroid,fibrosis,1
pde5,eruption,1
pde5,symptom,1
mesalazine,cardiac,1
erlotinib,induced,1
mesalazine,hypersensitivity,1
mesalazine,myopericarditis,1
mesalazine,crohn,1
mesalazine,',1
mesalazine,s,1
mesalazine,disease,1
mesalazine,pericarditis,1
[cls],induced,1
erlotinib,drug,1
egfr,[cls],1
pde5,[cls],1
egfr,symptom,1
egfr,hepatitis,1
inhibitors,hepatitis,1
gefitinib,hepatitis,1
erlotinib,hepatotoxicity,1
antiplatelet,thrombocytopenia,1
antiplatelet,thrombosis,1
drugs,thrombocytopenia,1
drugs,thrombosis,1
(,cervical,1
(,eruptions,1
(,skin,1
sulfadoxine,symptom,1
nimodipine,overdosage,1
mesylate,crisis,1
mesylate,blast,1
imatinib,crisis,1
imatinib,blast,1
drug,blast,1
fosinopril,diabetes,1
drug,iir,1
infliximab,deep,1
heparin,haemorrhage,1
heparin,intracerebral,1
heparin,thrombus,1
heparin,heart,1
drug,thrombus,1
steroid,interstitial,1
antimalarial,hypoglycaemia,1
steroid,prostate,1
steroid,cancer,1
pyrimethamine,hypoglycaemia,1
[cls],endothelial,1
[cls],deposits,1
[cls],fluid,1
[cls],cerebrospinal,1
fluphenazine,nms,1
ciprofloxacin,diabetic,1
cbdca,tachycardia,1
ethylenediamine,[cls],1
cbdca,ovarian,1
cbdca,cancer,1
paclitaxel,hypersensitivity,1
platinum,ovarian,1
platinum,cancer,1
cyclosporine,cholestasis,1
[cls],adrenocortical,1
gluconate,hypoxemia,1
calcium,overdosage,1
drug,sciatic,1
fentanyl,sciatic,1
fentanyl,pain,1
gluconate,hypotension,1
gluconate,overdosage,1
gluconate,symptom,1
gluconate,[cls],1
calcium,hypoxemia,1
calcium,hypotension,1
sulfadoxine,hypoglycaemia,1
sulfadoxine,[cls],1
acid,metastases,1
drug,prevention,1
anti,thrombocytopenia,1
analog,glaucoma,1
analog,angle,1
analog,open,1
analog,monocular,1
prostaglandin,angle,1
prostaglandin,open,1
prostaglandin,monocular,1
drug,monocular,1
igiv,thrombocytopenia,1
drugs,pd,1
drugs,disease,1
drugs,s,1
drugs,',1
drugs,parkinson,1
immune,[cls],1
immune,symptom,1
immune,disseminated,1
immune,intravascular,1
immune,coagulation,1
immune,acute,1
[cls],trichiasis,1
mmf,toxicity,1
mmf,marrow,1
drug,uterus,1
bimatoprost,sulcus,1
bimatoprost,lid,1
drug,sulcus,1
drug,lid,1
dorzolamide,primary,1
raloxifene,osteoporosis,1
raloxifene,prevention,1
[cls],mesodermal,1
drug,mullerian,1
raloxifene,mullerian,1
mmf,bone,1
raloxifene,of,1
raloxifene,the,1
raloxifene,uterus,1
chloronitrosourea,fibrosis,1
chloronitrosourea,pulmonary,1
mycophenolate,neutropenia,1
chloronitrosourea,symptom,1
chloronitrosourea,[cls],1
mofetil,neutropenia,1
cbdca,hypotension,1
cbdca,eruptions,1
cbdca,apnea,1
cbdca,arrest,1
risperidone,effects,1
linezolid,line,1
antipsychotics,extrapyramidal,1
antipsychotics,side,1
antipsychotics,effects,1
antipsychotics,tardive,1
antipsychotics,dyskinesia,1
antipsychotics,td,1
serotonin,extrapyramidal,1
serotonin,side,1
serotonin,effects,1
serotonin,tardive,1
serotonin,dyskinesia,1
serotonin,td,1
-,side,1
-,effects,1
-,td,1
tiagabine,symptoms,1
tiagabine,neurological,1
dopamine,extrapyramidal,1
dopamine,side,1
risperidone,side,1
linezolid,infection,1
oil,erythematosus,1
cod,severe,1
cyclophosphamide,severe,1
cyclophosphamide,erythematosus,1
cy,[cls],1
cy,symptom,1
cy,severe,1
cy,lupus,1
cy,erythematosus,1
cod,[cls],1
cod,symptom,1
cod,lupus,1
oil,lupus,1
cod,erythematosus,1
liver,[cls],1
liver,symptom,1
liver,severe,1
liver,lupus,1
liver,erythematosus,1
antibiotic,sideroblastic,1
linezolid,infections,1
oil,severe,1
dopamine,effects,1
dopamine,tardive,1
dopamine,dyskinesia,1
l,neoplasms,1
toxin,[cls],1
toxin,symptom,1
toxin,dysfunction,1
type,dysfunction,1
b,dysfunction,1
asparaginase,pediatric,1
enalapril,hypertension,1
-,neoplasms,1
-,pediatric,1
cerivastatin,weakness,1
botulinum,symptom,1
cerivastatin,pain,1
l,pediatric,1
drug,pediatric,1
aminophylline,asthma,1
aminophylline,reaction,1
ethylenediamine,asthma,1
ethylenediamine,reaction,1
cbdca,reactions,1
cbdca,cardiac,1
botulinum,dysfunction,1
botulinum,[cls],1
dopamine,td,1
[cls],dementia,1
antagonistsas,[cls],1
antagonistsas,symptom,1
antagonistsas,extrapyramidal,1
antagonistsas,side,1
antagonistsas,effects,1
antagonistsas,tardive,1
antagonistsas,dyskinesia,1
antagonistsas,td,1
tiagabine,overdose,1
[cls],orofacial,1
drug,parasympathetic,1
asparaginase,neoplasms,1
drug,orofacial,1
risperidone,rd,1
risperidone,limb,1
risperidone,orofacial,1
sda,[cls],1
sda,symptom,1
sda,rd,1
sda,td,1
immune,hemoglobinemia,1
immune,hemoglobinuria,1
immune,immune,1
glycol,symptom,1
drug,gastroesophageal,1
alpha,depressive,1
alpha,seizure,1
alpha,parkinsonism,1
alpha,neuropsychiatric,1
-,neuropsychiatric,1
proton,collagenous,1
ifn,depressive,1
pump,collagenous,1
ifn,seizure,1
inhibitor,collagenous,1
ifn,akathisia,1
ifn,parkinsonism,1
drug,reticulate,1
interferon,painful,1
interferon,ulcers,1
interferon,reticulate,1
interferon,erythema,1
beta,painful,1
beta,ulcers,1
beta,reticulate,1
drug,irritable,1
opiate,[cls],1
opiate,symptom,1
naltrexone,and,1
glycol,necrosis,1
modified,[cls],1
modified,symptom,1
modified,cutaneous,1
modified,necrosis,1
macrophage,sweet,1
-,sweet,1
granulocyte,sweet,1
naltrexone,c,1
naltrexone,b,1
2b,necrosis,1
naltrexone,hepatitis,1
naltrexone,acute,1
naltrexone,hepatotoxicity,1
antagonist,hepatotoxicity,1
opiate,hepatotoxicity,1
ribavirin,myelocytic,1
ribavirin,leukemia,1
ribavirin,reactions,1
pegylated,necrosis,1
beta,erythema,1
-,reticulate,1
-,erythema,1
dmso,[cls],1
beta,mucinosis,1
1b,abdominal,1
1b,wall,1
1b,ulceration,1
1b,mucinosis,1
dmso,symptom,1
[cls],paralytic,1
[cls],ileus,1
[cls],neurogenic,1
[cls],absence,1
beta,wall,1
[cls],deep,1
[cls],reflexes,1
sulfoxide,interstitial,1
dimethyl,interstitial,1
drug,neurogenic,1
drug,reflexes,1
itraconazole,paralytic,1
itraconazole,ileus,1
itraconazole,neurogenic,1
beta,ulceration,1
beta,abdominal,1
ifn,neuropsychiatric,1
recombinant,ulceration,1
1b,painful,1
1b,ulcers,1
1b,reticulate,1
1b,erythema,1
pegylated,infection,1
drug,wall,1
drug,mucinosis,1
recombinant,abdominal,1
recombinant,wall,1
recombinant,mucinosis,1
dmso,eosinophilic,1
human,abdominal,1
human,wall,1
human,ulceration,1
human,mucinosis,1
interferon,abdominal,1
interferon,wall,1
interferon,ulceration,1
interferon,mucinosis,1
dmso,interstitial,1
glycol,cutaneous,1
glycol,[cls],1
immune,thrombocytopenic,1
polyethylene,necrosis,1
cholinergic,parkinson,1
igiv,disseminated,1
igiv,intravascular,1
igiv,coagulation,1
cholinergic,symptom,1
infliximab,neutropenia,1
drug,enteropathic,1
drug,spondyloarthropathy,1
cholinergic,[cls],1
infliximab,enteropathic,1
infliximab,spondyloarthropathy,1
infliximab,autoimmune,1
anti,pd,1
anti,s,1
anti,',1
anti,parkinson,1
blood,[cls],1
blood,symptom,1
blood,peripheral,1
blood,neuropathy,1
blood,bone,1
d,coagulation,1
d,intravascular,1
d,disseminated,1
globulin,immune,1
immune,purpura,1
globulin,[cls],1
globulin,symptom,1
globulin,disseminated,1
globulin,intravascular,1
globulin,coagulation,1
globulin,acute,1
globulin,hemoglobinemia,1
globulin,hemoglobinuria,1
globulin,thrombocytopenic,1
cholinergic,',1
globulin,purpura,1
cholinergic,pd,1
anti,disseminated,1
anti,intravascular,1
anti,coagulation,1
cholinergic,disease,1
-,disseminated,1
-,intravascular,1
cholinergic,s,1
blood,marrow,1
blood,depression,1
levodopa,pd,1
colony,sweet,1
filgrastim,acute,1
filgrastim,syndrome,1
filgrastim,s,1
filgrastim,',1
filgrastim,sweet,1
filgrastim,symptom,1
filgrastim,[cls],1
factor,sweet,1
stimulating,sweet,1
alfa,immune,1
filgrastim,neutrophilic,1
alfa,-,1
alfa,mediated,1
-,immune,1
-,mediated,1
interferon,immune,1
interferon,mediated,1
polyethylene,[cls],1
polyethylene,symptom,1
polyethylene,cutaneous,1
filgrastim,febrile,1
filgrastim,dermatosis,1
levodopa,disease,1
phenytoin,discoloration,1
levodopa,s,1
levodopa,',1
levodopa,parkinson,1
phenytoin,injury,1
phenytoin,tissue,1
phenytoin,soft,1
pentamidine,sinus,1
pentamidine,bradycardia,1
[cls],soft,1
vigabatrin,defects,1
sargramostim,acute,1
[cls],discoloration,1
interferon,macular,1
clozapine,hypersensitivity,1
clozapine,cardiac,1
ifn,hypoalbuminemia,1
ifn,thrombocytopenia,1
chemotherapy,sweet,1
sargramostim,leukemia,1
sargramostim,myelogenous,1
drug,severe,1
acid,bone,1
(,fever,1
2,lymphoproliferative,1
nsaids,pancytopenia,1
nsaids,vomiting,1
nsaids,diarrhea,1
nsaids,jaundice,1
nsaids,mucosal,1
nsaids,ulcerations,1
nsaids,pyrexia,1
[cls],hematopoietic,1
drug,hematopoietic,1
mtx,hematopoietic,1
antispastic,symptom,1
antispastic,[cls],1
flupirtine,overdose,1
cox,[cls],1
cox,symptom,1
cox,hematopoietic,1
cox,toxicity,1
cox,lymphoproliferative,1
cox,disease,1
-,hematopoietic,1
-,lymphoproliferative,1
nsaids,failure,1
nsaids,renal,1
nsaids,acute,1
drugs,acute,1
inflammatory,renal,1
inflammatory,failure,1
inflammatory,pancytopenia,1
inflammatory,vomiting,1
inflammatory,diarrhea,1
inflammatory,jaundice,1
inflammatory,mucosal,1
inflammatory,ulcerations,1
inflammatory,pyrexia,1
drugs,renal,1
nsaids,symptom,1
drugs,failure,1
drugs,pancytopenia,1
drugs,vomiting,1
drugs,diarrhea,1
drugs,jaundice,1
drugs,mucosal,1
drugs,ulcerations,1
drugs,pyrexia,1
nsaids,[cls],1
2,hematopoietic,1
inhibitor,hematopoietic,1
acid,cancer,1
inhibitor,lymphoproliferative,1
nevirapine,hepatic,1
nevirapine,and,1
ziprasidone,extrapyramidal,1
ziprasidone,symptoms,1
antipsychotic,extrapyramidal,1
nevirapine,skin,1
